date,category,income,expenses,balance,transaction_type
2023-12-31,transport,,-50.0,469.61,Peer Transfer
2023-12-31,transaction cost,,-11.0,519.61,Other
2023-12-31,sent to family,,-50.0,530.61,Agent Cash Withdrawal
2023-12-31,food,,-30.0,580.61,Peer Transfer
2023-12-31,family,500.0,,610.61,Other
2023-12-31,airtime,,-5.0,110.61,Airtime / Data
2023-12-31,airtime,,-15.0,115.61,Other
2023-12-31,airtime,,-70.0,130.61,Other
2023-12-31,kcb,200.0,,200.61,Other
2023-12-30,airtime,,-15.0,0.61,Other
2023-12-30,health,,-15.0,15.61,Peer Transfer
2023-12-30,other expenses,,-15.0,30.61,Peer Transfer
2023-12-30,airtime,,-15.0,45.61,Unclassified
2023-12-30,airtime,,-25.0,60.61,Paybill / Utility Payment
2023-12-30,personal expenditures,,-75.0,85.61,Small Business Payment
2023-12-30,kcb,150.0,,160.61,Other
2023-12-30,airtime,,-15.0,10.61,Other
2023-12-30,airtime,,-20.0,25.61,Paybill / Utility Payment
2023-12-30,airtime,,-15.0,45.61,Unclassified
2023-12-29,airtime,,-15.0,60.61,Other
2023-12-29,transaction cost,,-2.0,75.61,Transaction Cost
2023-12-29,other expenses,,-10.0,77.61,Paybill / Utility Payment
2023-12-29,airtime,,-15.0,87.61,Other
2023-12-29,airtime,,-15.0,102.61,Other
2023-12-29,airtime,,-15.0,117.61,Other
2023-12-29,food,,-20.0,132.61,Peer Transfer
2023-12-29,food,,-50.0,152.61,Peer Transfer
2023-12-29,kcb,200.0,,202.61,Other
2023-12-29,airtime,,-5.0,2.61,Airtime / Data
2023-12-29,airtime,,-15.0,7.61,Unclassified
2023-12-29,family,15.0,,22.61,Other
2023-12-29,airtime,,-15.0,7.61,Unclassified
2023-12-29,airtime,,-30.0,22.61,Paybill / Utility Payment
2023-12-29,airtime,,-15.0,52.61,Other
2023-12-29,airtime,,-15.0,67.61,Other
2023-12-28,airtime,,-20.0,82.61,Unclassified
2023-12-28,kcb,100.0,,102.61,Other
2023-12-28,airtime,,-15.0,2.61,Other
2023-12-28,airtime,,-15.0,17.61,Paybill / Utility Payment
2023-12-28,airtime,,-20.0,62.61,Other
2023-12-28,family,,-20.0,82.61,Unclassified
2023-12-28,other expenses,,-100.0,102.61,Paybill / Utility Payment
2023-12-28,kcb,200.0,,202.61,Other
2023-12-28,airtime,,-20.0,2.61,Paybill / Utility Payment
2023-12-28,airtime,,-15.0,22.61,Other
2023-12-27,airtime,,-50.0,57.61,Other
2023-12-27,kcb,100.0,,107.61,Other
2023-12-27,airtime,,-5.0,7.61,Airtime / Data
2023-12-27,airtime,,-50.0,12.61,Other
2023-12-27,airtime,,-20.0,62.61,Paybill / Utility Payment
2023-12-27,airtime,,-50.0,82.61,Other
2023-12-26,airtime,,-15.0,132.61,Other
2023-12-26,airtime,,-50.0,147.61,Other
2023-12-26,family,100.0,,197.61,Other
2023-12-26,transaction cost,,-23.0,97.61,Transaction Cost
2023-12-26,sent to family,,-1500.0,120.61,Peer Transfer
2023-12-26,kcb,1500.0,,1620.61,Other
2023-12-26,transaction cost,,-7.0,120.61,Transaction Cost
2023-12-26,food,,-450.0,127.61,Peer Transfer
2023-12-26,kcb,500.0,,577.61,Other
2023-12-26,airtime,,-5.0,77.61,Airtime / Data
2023-12-26,family,,-100.0,82.61,Other
2023-12-26,church,,-50.0,262.61,Paybill / Utility Payment
2023-12-26,airtime,,-15.0,312.61,Other
2023-12-26,transaction cost,,-13.0,327.61,Transaction Cost
2023-12-26,sent to family,,-800.0,340.61,Peer Transfer
2023-12-26,kcb,800.0,,1140.61,Other
2023-12-26,airtime,,-5.0,340.61,Airtime / Data
2023-12-26,airtime,,-19.0,345.61,Other
2023-12-25,airtime,,-15.0,364.61,Other
2023-12-25,airtime,,-15.0,394.61,Other
2023-12-25,airtime,,-15.0,409.61,Other
2023-12-25,transport,,-30.0,424.61,Peer Transfer
2023-12-25,airtime,,-5.0,714.61,Airtime / Data
2023-12-25,airtime,,-10.0,719.61,Airtime / Data
2023-12-25,family,,-40.0,729.61,Peer Transfer
2023-12-25,airtime,,-20.0,769.61,Paybill / Utility Payment
2023-12-24,airtime,,-50.0,789.61,Other
2023-12-24,airtime,,-20.0,839.61,Paybill / Utility Payment
2023-12-24,airtime,,-20.0,859.61,Paybill / Utility Payment
2023-12-24,transaction cost,,-5.0,879.61,Transaction Cost
2023-12-24,family,,-200.0,884.61,Paybill / Utility Payment
2023-12-24,family,40.0,,1084.61,Other
2023-12-24,kcb,50.0,,1044.61,Other
2023-12-24,transaction cost,,-7.0,994.61,Transaction Cost
2023-12-24,other expenses,,-200.0,1001.61,Peer Transfer
2023-12-24,family,1000.0,,1201.61,Other
2023-12-24,transaction cost,,-13.0,201.61,Transaction Cost
2023-12-24,family,,-1000.0,214.61,Peer Transfer
2023-12-24,airtime,,-55.0,1214.61,Other
2023-12-23,airtime,,-20.0,269.61,Paybill / Utility Payment
2023-12-23,sent to friends,,-100.0,289.61,Peer Transfer
2023-12-23,family,70.0,,389.61,Other
2023-12-23,supermarket expenses,,-345.0,319.61,Merchant Purchase
2023-12-23,family,200.0,,664.61,Other
2023-12-23,transaction cost,,-7.0,464.61,Transaction Cost
2023-12-23,sent to family,,-500.0,471.61,Peer Transfer
2023-12-23,other expenses,,-70.0,1021.61,Peer Transfer
2023-12-23,other expenses,,-80.0,1091.61,Merchant Purchase
2023-12-23,supermarket expenses,,-339.0,1171.61,Merchant Purchase
2023-12-23,transaction cost,,-7.0,1510.61,Transaction Cost
2023-12-23,personal expenditures,,-450.0,1517.61,Peer Transfer
2023-12-23,family,150.0,,1967.61,Other
2023-12-23,other expenses,,-50.0,1817.61,Peer Transfer
2023-12-23,supermarket expenses,,-170.0,1867.61,Merchant Purchase
2023-12-22,transaction cost,,-13.0,2037.61,Transaction Cost
2023-12-22,transport,,-520.0,2050.61,Peer Transfer
2023-12-22,personal expenditures,,-3190.0,2570.61,Merchant Purchase
2023-12-22,transaction cost,,-7.0,5760.61,Transaction Cost
2023-12-22,transport,,-250.0,5767.61,Peer Transfer
2023-12-22,transaction cost,,-29.0,6017.61,Other
2023-12-22,personal expenditures,,-700.0,6046.61,Agent Cash Withdrawal
2023-12-22,transaction cost,,-52.0,6746.61,Other
2023-12-22,personal expenditures,,-3000.0,6798.61,Agent Cash Withdrawal
2023-12-22,family,1000.0,,9798.61,Other
2023-12-22,transaction cost,,-29.0,8798.61,Other
2023-12-22,personal expenditures,,-1000.0,8827.61,Agent Cash Withdrawal
2023-12-22,transaction cost,,-69.0,9827.61,Other
2023-12-22,personal expenditures,,-4300.0,9896.61,Agent Cash Withdrawal
2023-12-22,family,1300.0,,14196.61,Other
2023-12-22,transaction cost,,-13.0,12896.61,Transaction Cost
2023-12-22,personal expenditures,,-600.0,12909.61,Peer Transfer
2023-12-22,family,1000.0,,13509.61,Other
2023-12-22,transaction cost,,-53.0,12509.61,Transaction Cost
2023-12-22,personal expenditures,,-2950.0,12562.61,Peer Transfer
2023-12-22,transaction cost,,-29.0,15512.61,Other
2023-12-22,personal expenditures,,-750.0,15541.61,Agent Cash Withdrawal
2023-12-22,transaction cost,,-7.0,16291.61,Transaction Cost
2023-12-22,personal expenditures,,-200.0,16298.61,Peer Transfer
2023-12-22,airtime,,-15.0,16498.61,Other
2023-12-22,airtime,,-25.0,16513.61,Other
2023-12-22,food,,-520.0,16538.61,Merchant Purchase
2023-12-22,personal expenditures,,-2500.0,17058.61,Merchant Purchase
2023-12-22,airtime,,-15.0,19558.61,Other
2023-12-22,transaction cost,,-7.0,19573.61,Transaction Cost
2023-12-22,personal expenditures,,-150.0,19580.61,Peer Transfer
2023-12-22,transaction cost,,-7.0,19730.61,Transaction Cost
2023-12-22,transport,,-380.0,19737.61,Peer Transfer
2023-12-22,kcb,20000.0,,20117.61,Other
2023-12-22,airtime,,-10.0,117.61,Airtime / Data
2023-12-22,airtime,,-20.0,127.61,Other
2023-12-21,airtime,,-30.0,97.61,Paybill / Utility Payment
2023-12-20,transaction cost,,-7.0,127.61,Transaction Cost
2023-12-20,transport,,-450.0,134.61,Peer Transfer
2023-12-20,kcb,500.0,,584.61,Other
2023-12-20,nails,,-700.0,84.61,Merchant Purchase
2023-12-20,airtime,,-10.0,784.61,Other
2023-12-20,family,90.0,,794.61,Other
2023-12-20,family,100.0,,704.61,Other
2023-12-20,family,100.0,,604.61,Other
2023-12-20,transport,,-50.0,504.61,Peer Transfer
2023-12-20,airtime,,-25.0,554.61,Other
2023-12-20,other expenses,,-300.0,579.61,Merchant Purchase
2023-12-20,transaction cost,,-2.0,879.61,Transaction Cost
2023-12-20,airtime,,-20.0,881.61,Paybill / Utility Payment
2023-12-20,other expenses,,-50.0,901.61,Peer Transfer
2023-12-20,transport,,-50.0,951.61,Peer Transfer
2023-12-20,kcb,1000.0,,1001.61,Other
2023-12-20,transaction cost,,-7.0,1.61,Transaction Cost
2023-12-20,family,,-300.0,8.61,Peer Transfer
2023-12-20,savings withdrawal,300.0,,308.61,Other
2023-12-20,airtime,,-50.0,8.61,Paybill / Utility Payment
2023-12-19,supermarket expenses,,-25.0,58.61,Merchant Purchase
2023-12-19,supermarket expenses,,-60.0,83.61,Merchant Purchase
2023-12-19,transport,,-50.0,143.61,Peer Transfer
2023-12-19,family,20.0,,193.61,Other
2023-12-19,transport,,-50.0,173.61,Small Business Payment
2023-12-19,food,,-10.0,223.61,Peer Transfer
2023-12-19,food,,-95.0,233.61,Peer Transfer
2023-12-19,airtime,,-10.0,328.61,Airtime / Data
2023-12-19,family,60.0,,338.61,Other
2023-12-19,transaction cost,,-2.0,278.61,Transaction Cost
2023-12-19,airtime,,-20.0,280.61,Paybill / Utility Payment
2023-12-19,airtime,,-15.0,300.61,Other
2023-12-19,food,,-30.0,315.61,Paybill / Utility Payment
2023-12-19,transport,,-50.0,345.61,Peer Transfer
2023-12-19,other expenses,,-10.0,395.61,Merchant Purchase
2023-12-19,transport,,-50.0,405.61,Peer Transfer
2023-12-19,family,360.0,,455.61,Other
2023-12-18,transaction cost,,-7.0,95.61,Transaction Cost
2023-12-18,sent to friends,,-200.0,102.61,Peer Transfer
2023-12-18,transport,,-50.0,302.61,Peer Transfer
2023-12-18,food,,-50.0,352.61,Merchant Purchase
2023-12-18,food,,-820.0,402.61,Merchant Purchase
2023-12-18,transport,,-50.0,1222.61,Peer Transfer
2023-12-18,kcb,1000.0,,1272.61,Other
2023-12-18,airtime,,-10.0,272.61,Airtime / Data
2023-12-18,transport,,-50.0,282.61,Peer Transfer
2023-12-18,supermarket expenses,,-99.0,332.61,Merchant Purchase
2023-12-18,airtime,,-30.0,431.61,Paybill / Utility Payment
2023-12-18,airtime,,-15.0,461.61,Other
2023-12-18,transport,,-50.0,476.61,Peer Transfer
2023-12-18,airtime,,-15.0,526.61,Other
2023-12-18,airtime,,-10.0,710.61,Airtime / Data
2023-12-17,airtime,,-5.0,720.61,Airtime / Data
2023-12-17,supermarket expenses,,-145.0,725.61,Merchant Purchase
2023-12-17,supermarket expenses,,-15.0,870.61,Merchant Purchase
2023-12-17,health,,-90.0,885.61,Merchant Purchase
2023-12-17,airtime,,-5.0,975.61,Airtime / Data
2023-12-16,airtime,,-20.0,980.61,Paybill / Utility Payment
2023-12-16,transaction cost,,-5.0,1000.61,Transaction Cost
2023-12-16,spotify,,-164.0,1005.61,Paybill / Utility Payment
2023-12-16,transaction cost,,-2.0,1169.61,Transaction Cost
2023-12-16,airtime,,-5.0,1171.61,Paybill / Utility Payment
2023-12-16,airtime,,-100.0,1176.61,Airtime / Data
2023-12-16,airtime,,-30.0,1276.61,Paybill / Utility Payment
2023-12-16,transport,,-50.0,1306.61,Peer Transfer
2023-12-16,airtime,,-5.0,1356.61,Airtime / Data
2023-12-16,health,,-100.0,1361.61,Merchant Purchase
2023-12-16,family,100.0,,1461.61,Other
2023-12-16,health,,-428.0,1361.61,Merchant Purchase
2023-12-16,family,500.0,,1789.61,Other
2023-12-16,airtime,,-5.0,1289.61,Other
2023-12-16,transport,,-50.0,1294.61,Peer Transfer
2023-12-15,supermarket expenses,,-70.0,1344.61,Merchant Purchase
2023-12-15,health,,-40.0,1414.61,Peer Transfer
2023-12-15,transport,,-50.0,1454.61,Small Business Payment
2023-12-15,transaction cost,,-7.0,1504.61,Transaction Cost
2023-12-15,food,,-140.0,1511.61,Peer Transfer
2023-12-15,sent to friends,100.0,,1651.61,Other
2023-12-15,sent to friends,100.0,,1551.61,Other
2023-12-15,airtime,,-15.0,1451.61,Other
2023-12-15,transaction cost,,-7.0,1466.61,Transaction Cost
2023-12-15,friends,,-200.0,1473.61,Peer Transfer
2023-12-15,transaction cost,,-7.0,1673.61,Transaction Cost
2023-12-15,sent to friends,,-300.0,1680.61,Peer Transfer
2023-12-15,transport,,-50.0,1980.61,Peer Transfer
2023-12-15,airtime,,-15.0,2030.61,Other
2023-12-15,transport,,-50.0,2045.61,Peer Transfer
2023-12-15,supermarket expenses,,-145.0,2095.61,Merchant Purchase
2023-12-15,family,2000.0,,2240.61,Other
2023-12-14,transport,,-50.0,240.61,Peer Transfer
2023-12-14,health,,-250.0,290.61,Merchant Purchase
2023-12-14,health,,-60.0,540.61,Peer Transfer
2023-12-14,family,310.0,,600.61,Other
2023-12-14,airtime,,-15.0,290.61,Other
2023-12-14,transport,,-50.0,305.61,Peer Transfer
2023-12-14,airtime,,-15.0,355.61,Other
2023-12-14,transport,,-70.0,370.61,Peer Transfer
2023-12-14,family,360.0,,440.61,Other
2023-12-13,airtime,,-10.0,80.61,Airtime / Data
2023-12-13,food,,-50.0,390.61,Peer Transfer
2023-12-13,transport,,-40.0,440.61,Peer Transfer
2023-12-13,other expenses,,-20.0,480.61,Small Business Payment
2023-12-13,airtime,,-15.0,500.61,Other
2023-12-13,family,,-50.0,515.61,Other
2023-12-13,airtime,,-95.0,565.61,Other
2023-12-13,transport,,-50.0,660.61,Small Business Payment
2023-12-13,transport,,-50.0,710.61,Peer Transfer
2023-12-13,family,360.0,,760.61,Other
2023-12-12,family,,-25.0,400.61,Other
2023-12-12,transaction cost,,-7.0,425.61,Transaction Cost
2023-12-12,other expenses,,-200.0,432.61,Peer Transfer
2023-12-12,transport,,-30.0,132.61,Peer Transfer
2023-12-12,transport,,-50.0,162.61,Peer Transfer
2023-12-11,supermarket expenses,,-100.0,212.61,Merchant Purchase
2023-12-11,transport,,-50.0,312.61,Peer Transfer
2023-12-11,family,360.0,,362.61,Other
2023-12-08,airtime,,-15.0,2.61,Other
2023-12-08,airtime,,-15.0,17.61,Other
2023-12-07,airtime,,-10.0,47.61,Airtime / Data
2023-12-07,supermarket expenses,,-165.0,57.61,Merchant Purchase
2023-12-07,airtime,,-5.0,222.61,Airtime / Data
2023-12-07,transaction cost,,-197.0,227.61,Other
2023-12-07,school fees,,-26000.0,424.61,Agent Cash Withdrawal
2023-12-07,family,26000.0,,26424.61,Other
2023-12-07,family,70.0,,424.61,Other
2023-12-07,airtime,,-15.0,354.61,Other
2023-12-07,airtime,,-15.0,369.61,Other
2023-12-07,airtime,,-15.0,384.61,Other
2023-12-07,airtime,,-15.0,399.61,Other
2023-12-06,airtime,,-20.0,414.61,Paybill / Utility Payment
2023-12-06,airtime,,-20.0,434.61,Paybill / Utility Payment
2023-12-06,supermarket expenses,,-70.0,454.61,Merchant Purchase
2023-12-06,family,70.0,,524.61,Other
2023-12-06,transport,,-50.0,454.61,Peer Transfer
2023-12-06,electricity,,-50.0,504.61,Paybill / Utility Payment
2023-12-06,airtime,,-15.0,554.61,Other
2023-12-06,airtime,,-15.0,569.61,Other
2023-12-06,electricity,,-25.0,584.61,Paybill / Utility Payment
2023-12-06,airtime,,-15.0,609.61,Other
2023-12-05,airtime,,-15.0,549.61,Other
2023-12-05,airtime,,-15.0,564.61,Other
2023-12-05,airtime,,-15.0,579.61,Other
2023-12-05,airtime,,-15.0,594.61,Other
2023-12-05,airtime,,-50.0,609.61,Airtime / Data
2023-12-05,airtime,,-15.0,659.61,Other
2023-12-05,airtime,,-15.0,674.61,Other
2023-12-05,airtime,,-15.0,689.61,Other
2023-12-04,airtime,,-15.0,899.61,Other
2023-12-04,airtime,,-50.0,914.61,Unclassified
2023-12-04,airtime,,-15.0,964.61,Airtime / Data
2023-12-04,airtime,,-15.0,979.61,Other
2023-12-04,sent to friends,,-50.0,994.61,Peer Transfer
2023-12-04,airtime,,-15.0,1044.61,Other
2023-12-04,airtime,,-20.0,1059.61,Paybill / Utility Payment
2023-12-04,family,1000.0,,1079.61,Other
2023-12-04,electricity,,-25.0,79.61,Paybill / Utility Payment
2023-12-04,family,15.0,,104.61,Other
2023-12-04,airtime,,-13.0,89.61,Airtime / Data
2023-12-04,airtime,,-40.0,102.61,Airtime / Data
2023-12-04,airtime,,-15.0,142.61,Other
2023-12-04,airtime,,-15.0,157.61,Other
2023-12-04,supermarket expenses,,-45.0,172.61,Merchant Purchase
2023-12-04,friends,200.0,,217.61,Other
2023-12-03,airtime,,-10.0,17.61,Airtime / Data
2023-12-02,airtime,,-15.0,27.61,Other
2023-12-02,family,,-50.0,42.61,Other
2023-12-02,supermarket expenses,,-230.0,92.61,Merchant Purchase
2023-12-02,family,120.0,,322.61,Other
2023-12-02,family,100.0,,202.61,Other
2023-12-01,airtime,,-15.0,102.61,Other
2023-12-01,airtime,,-20.0,117.61,Paybill / Utility Payment
2023-12-01,food,,-80.0,137.61,Peer Transfer
2023-12-01,airtime,,-20.0,217.61,Paybill / Utility Payment
2023-12-01,transport,,-70.0,237.61,Peer Transfer
2023-12-01,family,200.0,,307.61,Other
2023-12-01,airtime,,-20.0,107.61,Airtime / Data
2023-12-01,library,,-20.0,127.61,Paybill / Utility Payment
2023-12-01,transport,,-50.0,147.61,Peer Transfer
2023-12-01,health,,-20.0,197.61,Merchant Purchase
2023-12-01,family,140.0,,217.61,Other
2023-11-30,electricity,,-25.0,77.61,Paybill / Utility Payment
2023-11-30,airtime,,-20.0,102.61,Paybill / Utility Payment
2023-11-30,supermarket expenses,,-185.0,122.61,Merchant Purchase
2023-11-30,family,300.0,,307.61,Other
2023-11-28,supermarket expenses,,-40.0,7.61,Merchant Purchase
2023-11-28,transport,,-50.0,47.61,Small Business Payment
2023-11-28,airtime,,-5.0,97.61,Airtime / Data
2023-11-28,family,100.0,,102.61,Other
2023-11-28,airtime,,-6.0,2.61,Airtime / Data
2023-11-28,airtime,,-5.0,8.61,Airtime / Data
2023-11-28,airtime,,-10.0,13.61,Airtime / Data
2023-11-28,savings withdrawal,5.0,,23.61,Other
2023-11-28,food,,-10.0,18.61,Peer Transfer
2023-11-28,food,,-50.0,28.61,Peer Transfer
2023-11-28,transport,,-30.0,78.61,Peer Transfer
2023-11-28,airtime,,-20.0,108.61,Airtime / Data
2023-11-27,transport,,-70.0,128.61,Peer Transfer
2023-11-27,transport,,-70.0,198.61,Peer Transfer
2023-11-27,supermarket expenses,,-60.0,268.61,Merchant Purchase
2023-11-27,other expenses,,-70.0,328.61,Peer Transfer
2023-11-27,airtime,,-20.0,398.61,Paybill / Utility Payment
2023-11-27,family,329.0,,418.61,Other
2023-11-27,airtime,,-5.0,89.61,Airtime / Data
2023-11-27,airtime,,-20.0,94.61,Airtime / Data
2023-11-27,friends,50.0,,114.61,Other
2023-11-27,airtime,,-20.0,64.61,Airtime / Data
2023-11-27,library,,-20.0,84.61,Paybill / Utility Payment
2023-11-27,savings withdrawal,100.0,,104.61,Other
2023-11-26,airtime,,-8.0,4.61,Airtime / Data
2023-11-26,airtime,,-10.0,12.61,Airtime / Data
2023-11-26,airtime,,-15.0,22.61,Other
2023-11-26,airtime,,-20.0,37.61,Airtime / Data
2023-11-26,airtime,,-30.0,57.61,Paybill / Utility Payment
2023-11-26,transport,,-70.0,87.61,Peer Transfer
2023-11-26,supermarket expenses,,-103.0,157.61,Merchant Purchase
2023-11-26,savings withdrawal,200.0,,260.61,Other
2023-11-26,airtime,,-20.0,60.61,Paybill / Utility Payment
2023-11-26,airtime,,-8.0,80.61,Airtime / Data
2023-11-26,airtime,,-10.0,88.61,Airtime / Data
2023-11-26,airtime,,-20.0,98.61,Airtime / Data
2023-11-26,savings withdrawal,100.0,,118.61,Other
2023-11-26,airtime,,-20.0,18.61,Airtime / Data
2023-11-26,airtime,,-15.0,38.61,Other
2023-11-25,airtime,,-20.0,53.61,Paybill / Utility Payment
2023-11-25,airtime,,-30.0,73.61,Paybill / Utility Payment
2023-11-25,savings withdrawal,100.0,,103.61,Other
2023-11-25,airtime,,-15.0,3.61,Other
2023-11-24,airtime,,-20.0,18.61,Paybill / Utility Payment
2023-11-24,airtime,,-20.0,38.61,Paybill / Utility Payment
2023-11-24,savings withdrawal,50.0,,58.61,Other
2023-11-24,airtime,,-20.0,8.61,Unclassified
2023-11-24,savings withdrawal,20.0,,28.61,Other
2023-11-24,airtime,,-20.0,8.61,Unclassified
2023-11-24,transport,,-50.0,28.61,Peer Transfer
2023-11-24,supermarket expenses,,-260.0,78.61,Merchant Purchase
2023-11-24,savings withdrawal,150.0,,338.61,Other
2023-11-24,other expenses,,-30.0,188.61,Peer Transfer
2023-11-24,transaction cost,,-7.0,218.61,Transaction Cost
2023-11-24,other expenses,,-120.0,225.61,Peer Transfer
2023-11-24,family,300.0,,345.61,Other
2023-11-24,transport,,-30.0,45.61,Merchant Purchase
2023-11-24,transport,,-40.0,75.61,Peer Transfer
2023-11-24,food,,-50.0,115.61,Peer Transfer
2023-11-24,transport,,-50.0,165.61,Small Business Payment
2023-11-24,airtime,,-45.0,215.61,Airtime / Data
2023-11-24,savings deposit,,-500.0,260.61,Other
2023-11-24,cash deposit,500.0,,760.61,Other
2023-11-24,transport,,-50.0,260.61,Peer Transfer
2023-11-23,airtime,,-20.0,310.61,Paybill / Utility Payment
2023-11-23,airtime,,-20.0,330.61,Paybill / Utility Payment
2023-11-23,family,350.0,,350.61,Other
2023-11-23,sent to family,,-6.0,0.61,Peer Transfer
2023-11-22,savings deposit,,-200.0,6.61,Other
2023-11-22,supermarket expenses,,-160.0,206.61,Merchant Purchase
2023-11-22,sent to family,,-50.0,366.61,Peer Transfer
2023-11-22,health,,-90.0,416.61,Merchant Purchase
2023-11-22,transaction cost,,-7.0,506.61,Transaction Cost
2023-11-22,sent to friends,,-200.0,513.61,Peer Transfer
2023-11-22,sent to friends,,-20.0,713.61,Peer Transfer
2023-11-21,electricity,,-25.0,733.61,Paybill / Utility Payment
2023-11-21,food,,-100.0,758.61,Peer Transfer
2023-11-21,family,110.0,,858.61,Other
2023-11-21,transport,,-100.0,748.61,Peer Transfer
2023-11-21,supermarket expenses,,-65.0,848.61,Merchant Purchase
2023-11-21,airtime,,-20.0,913.61,Paybill / Utility Payment
2023-11-21,family,150.0,,933.61,Other
2023-11-21,health,,-40.0,783.61,Merchant Purchase
2023-11-21,health,,-90.0,823.61,Merchant Purchase
2023-11-21,transport,,-50.0,913.61,Peer Transfer
2023-11-21,food,,-50.0,963.61,Small Business Payment
2023-11-21,transaction cost,,-7.0,1013.61,Transaction Cost
2023-11-21,other expenses,,-250.0,1020.61,Small Business Payment
2023-11-21,airtime,,-10.0,1270.61,Airtime / Data
2023-11-21,family,150.0,,1280.61,Other
2023-11-21,family,1029.0,,1130.61,Other
2023-11-21,food,,-50.0,101.61,Peer Transfer
2023-11-21,family,100.0,,151.61,Other
2023-11-21,airtime,,-10.0,51.61,Airtime / Data
2023-11-21,airtime,,-20.0,61.61,Airtime / Data
2023-11-21,transport,,-50.0,81.61,Small Business Payment
2023-11-21,transport,,-20.0,131.61,Peer Transfer
2023-11-21,transport,,-50.0,151.61,Peer Transfer
2023-11-21,family,150.0,,201.61,Other
2023-11-20,airtime,,-15.0,51.61,Other
2023-11-20,supermarket expenses,,-50.0,66.61,Merchant Purchase
2023-11-20,savings withdrawal,100.0,,116.61,Other
2023-11-20,airtime,,-15.0,16.61,Other
2023-11-19,transport,,-50.0,31.61,Peer Transfer
2023-11-19,transport,,-20.0,81.61,Peer Transfer
2023-11-19,supermarket expenses,,-380.0,101.61,Merchant Purchase
2023-11-19,airtime,,-20.0,481.61,Airtime / Data
2023-11-19,savings withdrawal,500.0,,501.61,Other
2023-11-19,airtime,,-20.0,1.61,Paybill / Utility Payment
2023-11-18,electricity,,-25.0,21.61,Paybill / Utility Payment
2023-11-18,airtime,,-5.0,46.61,Airtime / Data
2023-11-18,airtime,,-20.0,51.61,Paybill / Utility Payment
2023-11-18,family,70.0,,71.61,Other
2023-11-17,sent to family,,-70.0,1.61,Peer Transfer
2023-11-17,savings deposit,,-200.0,71.61,Other
2023-11-17,airtime,,-20.0,271.61,Unclassified
2023-11-17,supermarket expenses,,-45.0,291.61,Merchant Purchase
2023-11-17,airtime,,-20.0,336.61,Paybill / Utility Payment
2023-11-17,food,,-80.0,356.61,Peer Transfer
2023-11-17,transport,,-30.0,436.61,Small Business Payment
2023-11-17,sent to friends,,-5.0,466.61,Peer Transfer
2023-11-17,airtime,,-20.0,471.61,Airtime / Data
2023-11-17,transport,,-60.0,491.61,Peer Transfer
2023-11-17,transport,,-50.0,551.61,Peer Transfer
2023-11-17,airtime,,-20.0,601.61,Airtime / Data
2023-11-17,family,350.0,,621.61,Other
2023-11-17,airtime,,-20.0,271.61,Unclassified
2023-11-16,sent to family,,-55.0,291.61,Paybill / Utility Payment
2023-11-16,airtime,,-20.0,346.61,Paybill / Utility Payment
2023-11-16,airtime,,-20.0,366.61,Paybill / Utility Payment
2023-11-16,airtime,,-20.0,386.61,Paybill / Utility Payment
2023-11-16,airtime,,-50.0,406.61,Paybill / Utility Payment
2023-11-15,sent to family,,-55.0,456.61,Paybill / Utility Payment
2023-11-15,airtime,,-15.0,511.61,Other
2023-11-15,supermarket expenses,,-120.0,526.61,Merchant Purchase
2023-11-15,health,,-60.0,646.61,Merchant Purchase
2023-11-15,family,529.0,,706.61,Other
2023-11-15,food,,-160.0,177.61,Merchant Purchase
2023-11-15,airtime,,-20.0,337.61,Paybill / Utility Payment
2023-11-15,family,350.0,,357.61,Other
2023-11-15,airtime,,-20.0,7.61,Airtime / Data
2023-11-15,transport,,-50.0,27.61,Peer Transfer
2023-11-15,transport,,-50.0,77.61,Peer Transfer
2023-11-15,electricity,,-25.0,127.61,Paybill / Utility Payment
2023-11-15,airtime,,-15.0,152.61,Other
2023-11-14,airtime,,-20.0,167.61,Paybill / Utility Payment
2023-11-14,sent to family,,-55.0,187.61,Paybill / Utility Payment
2023-11-14,airtime,,-20.0,242.61,Paybill / Utility Payment
2023-11-14,transaction cost,,-7.0,262.61,Transaction Cost
2023-11-14,sent to family,,-250.0,269.61,Peer Transfer
2023-11-14,cash deposit,500.0,,519.61,Other
2023-11-14,airtime,,-20.0,19.61,Paybill / Utility Payment
2023-11-13,airtime,,-20.0,39.61,Airtime / Data
2023-11-13,airtime,,-20.0,59.61,Airtime / Data
2023-11-13,airtime,,-20.0,79.61,Paybill / Utility Payment
2023-11-13,airtime,,-20.0,99.61,Airtime / Data
2023-11-12,sent to family,,-10.0,119.61,Peer Transfer
2023-11-12,airtime,,-20.0,129.61,Airtime / Data
2023-11-12,airtime,,-20.0,149.61,Paybill / Utility Payment
2023-11-12,sent to family,,-55.0,169.61,Paybill / Utility Payment
2023-11-12,airtime,,-10.0,224.61,Airtime / Data
2023-11-12,airtime,,-3.0,234.61,Paybill / Utility Payment
2023-11-12,airtime,,-100.0,237.61,Paybill / Utility Payment
2023-11-11,airtime,,-10.0,337.61,Airtime / Data
2023-11-11,sent to family,,-100.0,347.61,Peer Transfer
2023-11-11,savings withdrawal,400.0,,447.61,Other
2023-11-11,airtime,,-20.0,47.61,Airtime / Data
2023-11-11,airtime,,-2.0,67.61,Paybill / Utility Payment
